tweet_id,clean_text,brand_reply_text,silver_intent
184238,android connected to honda accord,"@159354 Can you tell us the exact Android and Spotify app versions you're using? Also, what is the model of the Android device you have there? /JU",device_platform
184245,So responsive! 👏 Hopefully it will be able to play soon 🙇  thanks for the information by the way,@159356 You're welcome! Give us a shout if there's anything else we can do to help. We'll be... https://t.co/AiEGsVLjXp /DV,playback_issue
184372,Great. An official update and commitment to support this would be appreciated. Appears that the request has been ignored for over a year. This should be a simple thing to provide. Especially for people already paying for premium and family services.,"@159391 Unfortunately, we don't have any more info on this at the moment. Rest assured, we'll pass your feedback to the relevant team /LP",premium_billing
184607,mac version: 10.13 spotify version: 1.0.65.320.gac7a8e02,"@159460 Got it. We'd suggest a clean reinstall. It's not ideal, but the steps at https://t.co/EqisDMwZAT should help. Let us know how you get on /JE",device_platform
186498,Doing the exact same thing in firefox.  The same wrong song is played as Chrome when clicking on the song I want,@159867 When did this start to happen? Is it after updating your operating system or any programs in your computer? /LO,playback_issue
187519,"It was probably a bug or some cache issues, I got it to work now, thanks!",@160013 Awesome! Glad to hear it's now working. Just let us know if we can help with anything else. https://t.co/m4HWSaZ6xp /PL,app_technical
187620,"2: as requests towards  104.199.65.135:4070 are not standard HTTP web traffic, access must be allowed explicitly. What needs to be opened?",@160030 Can you fire over your account's email address or username via DM? We'll take a look backstage /RC,account_login
187632,"desktop app works fine, and does seem to have the random unresponsiveness thats normal with web player either",@160032 We've had a slight hiccup earlier. Can you try restarting your device again and opening the web player? Let us know if it's fixed /PL,device_platform
187776,Yeah I’ve done a reinstall and closed the app,@160067 Will it be possible if you can log in to another device? Let us know how it goes /SJ,app_technical
187801,What an irony  You reply with a voice message that doesn't play in my country 😂😂😂,"@160068 Oops, that's embarrassing. If you ever need anything else, just shout and we'll come running 🏃 /PX",playback_issue
189309,Come on that's absurd SOMEONE at Spotify can email me the list from last week. Pretty absurd if u don't tell me.,"@160405 Sorry you feel that way. Rest assured, your feedback will be passed on to the right folks /NQ",account_login
189320,"sometimes i can get into a playlist but not more for 5minutes then it ""loads"" again. works fine on my phone and ps4",@160407 Got it. Try logging out &gt; restarting the app &gt; logging back in. Does that make a difference? /RH,device_platform
189343,Hey I am using an iphone 6 with iOs 11.0.1 and the version of spotify is 8.4.20.535. The issue is when connected to bluetooth in my car,@160410 Got it. Can you try updating to iOS 11.0.2 to see if that makes a difference? Let us know how everything goes /JE,device_platform
189355,"Thank you guys,  yes we really need Spotify for Android in Africa.","@160413 You're welcome! Any questions, just give us a shout. We'd be happy to help /AN",device_platform
189665,"i tried and it's still the same... moreover, my song history is always empty, so I can't find songs from previous Discover playlists :(","@160485 Does restarting your computer help at all? Also, is the song history you're referring to the History tab on your Play Queue? /MT",playback_issue
190086,You should at least make it possible to view the address when you own the account. But thanks for the quick response.,@160570 We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /QI,account_login
199110,"Just on that first one, what is this insanity?! Is it creating a new device every time I try to download? (I only have 1 Android phone) https://t.co/wLVV4DnJjq",@162919 Reasons for that are varied. We suggest clearing your offline devices &amp; reinstalling before redownloading your tunes. Hope this helps /AY,device_platform
199168,"So crashing after 10 Minutes of youse, critical Background Music bugs and incorrect downloads is the best experience on Windows you can? https://t.co/Dmzx4GPr31","@160018 Just to check, what model is your phone? Is this only happening on your Windows phone or on other devices as well? /SC",device_platform
199187,"Okay, coz i wanted to subscribe to premium but you don't accept cards from Kenya.","@162940 Got it. As long as your card has a billing address from a country where Spotify is available, you should be good /GK",premium_billing
203065,"iphone 5s, the latest version 8.420","@146198 Got it. Can you try to log out, restart your device, and log back in? Does that help? /CP",device_platform
203092,phone and computer to finally get it working on the web player,"@164059 Just to confirm, does this also happen to your other devices at home? By the way, can you also send over your mobile device model/OS? /ME",device_platform
203118,That big green shuffle button should be Play not shuffle https://t.co/7E4hp6osJ8,@164066 We can see how that’d be useful! You can vote for a similar idea here: https://t.co/I0Wem16yzo /CP,playback_issue
206566,My Windows version is 10586 (the Spotify version I don't know),@164927 Got it. Can you check your current Spotify version by clicking Help &gt; About Spotify? We'll be right here waiting /KB,device_platform
206568,The songs are playing but a noise gets on the way after every second. I'm using a Windows Nextbook.,@164927 Hmm. Could you confirm the exact Windows and Spotify version you're using? We'll see what we can suggest /KB,device_platform
206588,"No, I can not find the playlist on my cell phone, the tab ""podcasts"" does not exist when I am on the mobile, I find only related terms. But in my laptop, the tab is there and I can play it.",@164931 Got it. Does logging out &gt; restarting your phone &gt; logging back in to your account make a difference? /DV,playback_issue
206590,"It happens to all poadcast's list, I have a LG Optimus II, and android 4.1.2, The spotify version is 8.4.21.508 arm V7","@164931 Thanks! Just to clarify, are you able to play podcasts, but just unable to hear their sound? /AR",device_platform
206603,Hi~ 🤗 Thank you for the prompt reply. I will surely email them about this. :),"@164934 You're welcome and thanks for the kind words! If you ever need us again, know that we're always... https://t.co/zOXI69QSqg 🙂 /AR",account_login
206608,"It happens on my iPhone app, MacBook air desktop app and iMac desktop app. This isn't anything new, it's just getting worse.","@164935 Got it. Is this happening when you're streaming a specific playlist? If so, could you send us a link to it? /KB",device_platform
207215,If I get 500 rts can I have free Spotify premium for a year? https://t.co/n8Q0l3Ky0A,@165018 Nice try 😁 Check out https://t.co/zgnxs5kPEu if you haven't had a subscription before. Have a great day! /GS,premium_billing
203128,Today I update it and I was charged a normal premium subscription. Whats happened?? What will we do??,@164067 No worries. We've just sent a DM your way. Let's carry on chatting there /ND,premium_billing
